uid,floor,chamber,half,ch1,ch2,ch3,ch4,start_at
98a18eca77ef11ee893928c2dd2980ba,11,11-3,11-3-1,Nahida,Yelan,Xingqiu,Raiden Shogun,2023-10-19 21:37:13+00:00
98a18eca77ef11ee893928c2dd2980ba,11,11-3,11-3-2,Kaedehara Kazuha,Fischl,Xiangling,Bennett,2023-10-19 21:38:18+00:00
98a18eca77ef11ee893928c2dd2980ba,12,12-1,12-1-1,Kamisato Ayaka,Mona,Kaedehara Kazuha,Diona,2023-10-19 21:45:17+00:00
98a18eca77ef11ee893928c2dd2980ba,12,12-1,12-1-2,Sucrose,Xingqiu,Xiangling,Bennett,2023-10-19 21:46:40+00:00
98a18eca77ef11ee893928c2dd2980ba,12,12-2,12-2-1,Kamisato Ayaka,Mona,Kaedehara Kazuha,Diona,2023-10-19 21:52:15+00:00
98a18eca77ef11ee893928c2dd2980ba,12,12-2,12-2-2,Sucrose,Xingqiu,Xiangling,Bennett,2023-10-19 21:53:59+00:00
98a18eca77ef11ee893928c2dd2980ba,12,12-3,12-3-1,Kamisato Ayaka,Mona,Kaedehara Kazuha,Diona,2023-10-19 22:13:19+00:00
98a18eca77ef11ee893928c2dd2980ba,12,12-3,12-3-2,Sucrose,Xingqiu,Xiangling,Bennett,2023-10-19 22:14:51+00:00
98a18ecb77ef11ee8d5328c2dd2980ba,11,11-1,11-1-1,Wanderer,Faruzan,Bennett,,2023-10-15 20:18:50+00:00
98a18ecb77ef11ee8d5328c2dd2980ba,11,11-1,11-1-2,Hu Tao,Yelan,Zhongli,,2023-10-15 20:19:42+00:00
98a18ecb77ef11ee8d5328c2dd2980ba,11,11-2,11-2-1,Wanderer,Faruzan,Bennett,,2023-10-15 20:20:17+00:00
98a18ecb77ef11ee8d5328c2dd2980ba,11,11-2,11-2-2,Hu Tao,Yelan,Zhongli,,2023-10-15 20:21:47+00:00
98a18ecb77ef11ee8d5328c2dd2980ba,11,11-3,11-3-1,Wanderer,Faruzan,Bennett,,2023-10-15 20:22:31+00:00
98a18ecb77ef11ee8d5328c2dd2980ba,11,11-3,11-3-2,Hu Tao,Yelan,Zhongli,,2023-10-15 20:24:11+00:00
98a18ecb77ef11ee8d5328c2dd2980ba,12,12-1,12-1-1,Yanfei,Yelan,Mona,Bennett,2023-10-21 09:08:44+00:00
98a18ecb77ef11ee8d5328c2dd2980ba,12,12-1,12-1-2,Nahida,Xingqiu,Beidou,Dori,2023-10-21 09:10:03+00:00
98a18ecb77ef11ee8d5328c2dd2980ba,12,12-2,12-2-1,Yanfei,Yelan,Mona,Bennett,2023-10-21 09:11:53+00:00
98a18ecb77ef11ee8d5328c2dd2980ba,12,12-2,12-2-2,Nahida,Xingqiu,Beidou,Dori,2023-10-21 09:13:20+00:00
98a18ecb77ef11ee8d5328c2dd2980ba,12,12-3,12-3-1,Yanfei,Yelan,Mona,Bennett,2023-10-21 09:17:40+00:00
98a18ecb77ef11ee8d5328c2dd2980ba,12,12-3,12-3-2,Nahida,Xingqiu,Beidou,Dori,2023-10-21 09:19:20+00:00
98a18ecc77ef11eeb73328c2dd2980ba,11,11-1,11-1-1,Baizhu,Fischl,Venti,Neuvillette,2023-10-26 13:18:09+00:00
98a18ecc77ef11eeb73328c2dd2980ba,11,11-1,11-1-2,Zhongli,Diona,Kaedehara Kazuha,Wriothesley,2023-10-26 13:18:49+00:00
98a18ecc77ef11eeb73328c2dd2980ba,11,11-2,11-2-1,Baizhu,Fischl,Venti,Neuvillette,2023-10-26 13:20:05+00:00
98a18ecc77ef11eeb73328c2dd2980ba,11,11-2,11-2-2,Zhongli,Diona,Kaedehara Kazuha,Wriothesley,2023-10-26 13:21:05+00:00
98a18ecc77ef11eeb73328c2dd2980ba,11,11-3,11-3-1,Baizhu,Fischl,Venti,Neuvillette,2023-10-26 13:22:29+00:00
98a18ecc77ef11eeb73328c2dd2980ba,11,11-3,11-3-2,Zhongli,Diona,Kaedehara Kazuha,Wriothesley,2023-10-26 13:23:40+00:00
98a18ecc77ef11eeb73328c2dd2980ba,12,12-1,12-1-1,Xingqiu,Kuki Shinobu,Nahida,Wriothesley,2023-10-26 15:08:51+00:00
98a18ecc77ef11eeb73328c2dd2980ba,12,12-1,12-1-2,Zhongli,Fischl,Kaedehara Kazuha,Neuvillette,2023-10-26 15:10:33+00:00
98a18ecc77ef11eeb73328c2dd2980ba,12,12-2,12-2-1,Xingqiu,Kuki Shinobu,Nahida,Wriothesley,2023-10-26 15:12:08+00:00
98a18ecc77ef11eeb73328c2dd2980ba,12,12-2,12-2-2,Zhongli,Fischl,Kaedehara Kazuha,Neuvillette,2023-10-26 15:13:42+00:00
98a18ecc77ef11eeb73328c2dd2980ba,12,12-3,12-3-1,Xingqiu,Kuki Shinobu,Nahida,Wriothesley,2023-10-26 15:28:39+00:00
98a18ecc77ef11eeb73328c2dd2980ba,12,12-3,12-3-2,Zhongli,Fischl,Kaedehara Kazuha,Neuvillette,2023-10-26 15:31:11+00:00
98a18ecd77ef11eeb1d828c2dd2980ba,11,11-1,11-1-1,Raiden Shogun,Kujou Sara,Bennett,Kaedehara Kazuha,2023-10-16 15:03:49+00:00
98a18ecd77ef11eeb1d828c2dd2980ba,11,11-1,11-1-2,Yoimiya,Yelan,Yun Jin,Zhongli,2023-10-16 15:04:36+00:00
98a18ecd77ef11eeb1d828c2dd2980ba,11,11-2,11-2-1,Raiden Shogun,Kujou Sara,Bennett,Kaedehara Kazuha,2023-10-16 15:05:10+00:00
98a18ecd77ef11eeb1d828c2dd2980ba,11,11-2,11-2-2,Yoimiya,Yelan,Yun Jin,Zhongli,2023-10-16 15:06:25+00:00
98a18ecd77ef11eeb1d828c2dd2980ba,11,11-3,11-3-1,Raiden Shogun,Kujou Sara,Bennett,Kaedehara Kazuha,2023-10-16 15:07:17+00:00
98a18ecd77ef11eeb1d828c2dd2980ba,11,11-3,11-3-2,Yoimiya,Yelan,Yun Jin,Zhongli,2023-10-16 15:08:55+00:00
98a18ecd77ef11eeb1d828c2dd2980ba,12,12-1,12-1-1,Eula,Rosaria,Bennett,Raiden Shogun,2023-10-22 10:04:28+00:00
98a18ecd77ef11eeb1d828c2dd2980ba,12,12-1,12-1-2,Noelle,Xingqiu,Yelan,Kaedehara Kazuha,2023-10-22 10:06:01+00:00
98a18ecd77ef11eeb1d828c2dd2980ba,12,12-2,12-2-1,Eula,Rosaria,Bennett,Raiden Shogun,2023-10-22 10:08:35+00:00
98a18ecd77ef11eeb1d828c2dd2980ba,12,12-2,12-2-2,Noelle,Xingqiu,Yelan,Kaedehara Kazuha,2023-10-22 10:10:10+00:00
98a18ecd77ef11eeb1d828c2dd2980ba,12,12-3,12-3-1,Eula,Rosaria,Bennett,Raiden Shogun,2023-10-22 10:11:48+00:00
98a18ecd77ef11eeb1d828c2dd2980ba,12,12-3,12-3-2,Noelle,Xingqiu,Yelan,Kaedehara Kazuha,2023-10-22 10:13:44+00:00
98a18ece77ef11eeac9e28c2dd2980ba,11,11-1,11-1-1,Wanderer,Faruzan,Zhongli,Bennett,2023-10-16 20:24:28+00:00
98a18ece77ef11eeac9e28c2dd2980ba,11,11-1,11-1-2,Kamisato Ayaka,Sangonomiya Kokomi,Shenhe,Kaedehara Kazuha,2023-10-16 20:25:09+00:00
98a18ece77ef11eeac9e28c2dd2980ba,11,11-2,11-2-1,Wanderer,Faruzan,Zhongli,Bennett,2023-10-16 20:25:55+00:00
98a18ece77ef11eeac9e28c2dd2980ba,11,11-2,11-2-2,Kamisato Ayaka,Sangonomiya Kokomi,Shenhe,Kaedehara Kazuha,2023-10-16 20:27:08+00:00
98a18ece77ef11eeac9e28c2dd2980ba,11,11-3,11-3-1,Wanderer,Faruzan,Zhongli,Bennett,2023-10-16 20:28:09+00:00
98a18ece77ef11eeac9e28c2dd2980ba,11,11-3,11-3-2,Kamisato Ayaka,Sangonomiya Kokomi,Shenhe,Kaedehara Kazuha,2023-10-16 20:29:10+00:00
98a18ece77ef11eeac9e28c2dd2980ba,12,12-1,12-1-1,Kamisato Ayaka,Sangonomiya Kokomi,Shenhe,Kaedehara Kazuha,2023-10-16 20:34:01+00:00
98a18ece77ef11eeac9e28c2dd2980ba,12,12-1,12-1-2,Hu Tao,Yelan,Zhongli,Xingqiu,2023-10-16 20:35:16+00:00
98a18ece77ef11eeac9e28c2dd2980ba,12,12-2,12-2-1,Kamisato Ayaka,Sangonomiya Kokomi,Shenhe,Kaedehara Kazuha,2023-10-16 20:36:46+00:00
98a18ece77ef11eeac9e28c2dd2980ba,12,12-2,12-2-2,Hu Tao,Yelan,Zhongli,Xingqiu,2023-10-16 20:37:42+00:00
98a18ece77ef11eeac9e28c2dd2980ba,12,12-3,12-3-1,Kamisato Ayaka,Sangonomiya Kokomi,Shenhe,Kaedehara Kazuha,2023-10-16 20:38:31+00:00
98a18ece77ef11eeac9e28c2dd2980ba,12,12-3,12-3-2,Hu Tao,Yelan,Zhongli,Xingqiu,2023-10-16 20:39:22+00:00
98a18ecf77ef11ee90c428c2dd2980ba,11,11-1,11-1-1,Tartaglia,Bennett,Kaedehara Kazuha,Xiangling,2023-10-17 00:47:27+00:00
98a18ecf77ef11ee90c428c2dd2980ba,11,11-1,11-1-2,Xiao,Venti,Zhongli,Raiden Shogun,2023-10-17 00:48:32+00:00
98a18ecf77ef11ee90c428c2dd2980ba,11,11-2,11-2-1,Tartaglia,Bennett,Kaedehara Kazuha,Xiangling,2023-10-17 00:49:34+00:00
98a18ecf77ef11ee90c428c2dd2980ba,11,11-2,11-2-2,Xiao,Venti,Zhongli,Raiden Shogun,2023-10-17 00:50:44+00:00
98a18ecf77ef11ee90c428c2dd2980ba,11,11-3,11-3-1,Tartaglia,Bennett,Kaedehara Kazuha,Xiangling,2023-10-17 00:52:09+00:00
98a18ecf77ef11ee90c428c2dd2980ba,11,11-3,11-3-2,Xiao,Venti,Zhongli,Raiden Shogun,2023-10-17 00:53:55+00:00
98a18ecf77ef11ee90c428c2dd2980ba,12,12-1,12-1-1,Tartaglia,Bennett,Kaedehara Kazuha,Xiangling,2023-10-17 00:56:22+00:00
98a18ecf77ef11ee90c428c2dd2980ba,12,12-1,12-1-2,Xingqiu,Yelan,Traveler,Kuki Shinobu,2023-10-17 00:57:55+00:00
98a18ecf77ef11ee90c428c2dd2980ba,12,12-2,12-2-1,Tartaglia,Bennett,Kaedehara Kazuha,Xiangling,2023-10-17 00:59:32+00:00
98a18ecf77ef11ee90c428c2dd2980ba,12,12-2,12-2-2,Xingqiu,Yelan,Traveler,Kuki Shinobu,2023-10-17 01:00:49+00:00
98a18ecf77ef11ee90c428c2dd2980ba,12,12-3,12-3-1,Tartaglia,Bennett,Kaedehara Kazuha,Xiangling,2023-10-17 01:02:11+00:00
98a18ecf77ef11ee90c428c2dd2980ba,12,12-3,12-3-2,Xingqiu,Yelan,Traveler,Kuki Shinobu,2023-10-17 01:03:46+00:00
98a18ed077ef11ee80f528c2dd2980ba,11,11-1,11-1-1,Neuvillette,Nahida,Kuki Shinobu,Xingqiu,2023-10-20 01:37:31+00:00
98a18ed077ef11ee80f528c2dd2980ba,11,11-1,11-1-2,Noelle,Gorou,Albedo,Zhongli,2023-10-20 01:38:03+00:00
98a18ed077ef11ee80f528c2dd2980ba,11,11-2,11-2-1,Neuvillette,Nahida,Kuki Shinobu,Xingqiu,2023-10-20 01:39:14+00:00
98a18ed077ef11ee80f528c2dd2980ba,11,11-2,11-2-2,Noelle,Gorou,Albedo,Zhongli,2023-10-20 01:40:07+00:00
98a18ed077ef11ee80f528c2dd2980ba,11,11-3,11-3-1,Neuvillette,Nahida,Kuki Shinobu,Xingqiu,2023-10-20 01:41:40+00:00
98a18ed077ef11ee80f528c2dd2980ba,11,11-3,11-3-2,Noelle,Gorou,Albedo,Zhongli,2023-10-20 01:42:37+00:00
98a18ed077ef11ee80f528c2dd2980ba,12,12-1,12-1-1,Kamisato Ayaka,Shenhe,Sangonomiya Kokomi,Kaedehara Kazuha,2023-10-20 01:58:04+00:00
98a18ed077ef11ee80f528c2dd2980ba,12,12-1,12-1-2,Nahida,Yelan,Xingqiu,Kuki Shinobu,2023-10-20 01:59:17+00:00
98a18ed077ef11ee80f528c2dd2980ba,12,12-2,12-2-1,Kamisato Ayaka,Shenhe,Sangonomiya Kokomi,Kaedehara Kazuha,2023-10-20 02:00:47+00:00
98a18ed077ef11ee80f528c2dd2980ba,12,12-2,12-2-2,Nahida,Yelan,Xingqiu,Kuki Shinobu,2023-10-20 02:01:40+00:00
98a18ed077ef11ee80f528c2dd2980ba,12,12-3,12-3-1,Kamisato Ayaka,Shenhe,Sangonomiya Kokomi,Kaedehara Kazuha,2023-10-20 02:02:36+00:00
98a18ed077ef11ee80f528c2dd2980ba,12,12-3,12-3-2,Nahida,Yelan,Xingqiu,Kuki Shinobu,2023-10-20 02:04:16+00:00
98a18ed177ef11eeb54028c2dd2980ba,11,11-1,11-1-1,Ganyu,Shenhe,Kamisato Ayato,Sangonomiya Kokomi,2023-10-25 17:05:25+00:00
98a18ed177ef11eeb54028c2dd2980ba,11,11-1,11-1-2,Kamisato Ayaka,Barbara,Rosaria,Bennett,2023-10-25 17:06:19+00:00
98a18ed177ef11eeb54028c2dd2980ba,11,11-2,11-2-1,Ganyu,Shenhe,Kamisato Ayato,Sangonomiya Kokomi,2023-10-25 17:07:07+00:00
98a18ed177ef11eeb54028c2dd2980ba,11,11-2,11-2-2,Kamisato Ayaka,Barbara,Rosaria,Bennett,2023-10-25 17:08:49+00:00
98a18ed177ef11eeb54028c2dd2980ba,11,11-3,11-3-1,Ganyu,Shenhe,Kamisato Ayato,Sangonomiya Kokomi,2023-10-25 17:13:19+00:00
98a18ed177ef11eeb54028c2dd2980ba,11,11-3,11-3-2,Kamisato Ayaka,Barbara,Rosaria,Bennett,2023-10-25 17:14:31+00:00
98a18ed177ef11eeb54028c2dd2980ba,12,12-1,12-1-1,Nahida,Nilou,Sangonomiya Kokomi,Collei,2023-10-25 17:35:26+00:00
98a18ed177ef11eeb54028c2dd2980ba,12,12-1,12-1-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2023-10-25 17:36:31+00:00
98a18ed177ef11eeb54028c2dd2980ba,12,12-2,12-2-1,Nahida,Nilou,Sangonomiya Kokomi,Collei,2023-10-25 17:40:13+00:00
98a18ed177ef11eeb54028c2dd2980ba,12,12-2,12-2-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2023-10-25 17:40:59+00:00
98a18ed177ef11eeb54028c2dd2980ba,12,12-3,12-3-1,Nahida,Nilou,Sangonomiya Kokomi,Collei,2023-10-25 17:42:15+00:00
98a18ed177ef11eeb54028c2dd2980ba,12,12-3,12-3-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2023-10-25 17:43:42+00:00
98a18ed277ef11eebc0928c2dd2980ba,11,11-1,11-1-1,Nahida,Nilou,Sangonomiya Kokomi,Traveler,2023-10-16 13:59:26+00:00
98a18ed277ef11eebc0928c2dd2980ba,11,11-1,11-1-2,Yae Miko,Fischl,Yaoyao,Kaedehara Kazuha,2023-10-16 14:00:13+00:00
98a18ed277ef11eebc0928c2dd2980ba,11,11-2,11-2-1,Nahida,Nilou,Sangonomiya Kokomi,Traveler,2023-10-16 14:01:12+00:00
98a18ed277ef11eebc0928c2dd2980ba,11,11-2,11-2-2,Yae Miko,Fischl,Yaoyao,Kaedehara Kazuha,2023-10-16 14:02:27+00:00
98a18ed277ef11eebc0928c2dd2980ba,11,11-3,11-3-1,Nahida,Nilou,Sangonomiya Kokomi,Traveler,2023-10-16 14:04:43+00:00
98a18ed277ef11eebc0928c2dd2980ba,11,11-3,11-3-2,Yae Miko,Fischl,Yaoyao,Kaedehara Kazuha,2023-10-16 14:05:54+00:00
98a18ed277ef11eebc0928c2dd2980ba,12,12-1,12-1-1,Nahida,Zhongli,Yae Miko,Alhaitham,2023-10-16 14:08:10+00:00
98a18ed277ef11eebc0928c2dd2980ba,12,12-1,12-1-2,Sangonomiya Kokomi,Kaedehara Kazuha,Xingqiu,Yelan,2023-10-16 14:09:26+00:00
98a18ed277ef11eebc0928c2dd2980ba,12,12-2,12-2-1,Nahida,Zhongli,Yae Miko,Alhaitham,2023-10-16 14:13:23+00:00
98a18ed277ef11eebc0928c2dd2980ba,12,12-2,12-2-2,Sangonomiya Kokomi,Kaedehara Kazuha,Xingqiu,Yelan,2023-10-16 14:14:29+00:00
98a18ed277ef11eebc0928c2dd2980ba,12,12-3,12-3-1,Nahida,Zhongli,Yae Miko,Alhaitham,2023-10-16 14:15:46+00:00
98a18ed277ef11eebc0928c2dd2980ba,12,12-3,12-3-2,Sangonomiya Kokomi,Kaedehara Kazuha,Xingqiu,Yelan,2023-10-16 14:17:10+00:00
98a18ed377ef11ee8d0a28c2dd2980ba,11,11-1,11-1-1,Nilou,Sangonomiya Kokomi,Collei,Traveler,2023-10-16 23:39:48+00:00
98a18ed377ef11ee8d0a28c2dd2980ba,11,11-1,11-1-2,Ningguang,Zhongli,Yae Miko,Fischl,2023-10-16 23:40:43+00:00
98a18ed377ef11ee8d0a28c2dd2980ba,11,11-2,11-2-1,Nilou,Sangonomiya Kokomi,Collei,Traveler,2023-10-16 23:41:43+00:00
98a18ed377ef11ee8d0a28c2dd2980ba,11,11-2,11-2-2,Ningguang,Zhongli,Yae Miko,Fischl,2023-10-16 23:42:56+00:00
98a18ed377ef11ee8d0a28c2dd2980ba,11,11-3,11-3-1,Nilou,Sangonomiya Kokomi,Collei,Traveler,2023-10-16 23:43:48+00:00
98a18ed377ef11ee8d0a28c2dd2980ba,11,11-3,11-3-2,Ningguang,Zhongli,Yae Miko,Fischl,2023-10-16 23:45:10+00:00
98a18ed377ef11ee8d0a28c2dd2980ba,12,12-1,12-1-1,Eula,Raiden Shogun,Rosaria,Diona,2023-10-16 23:47:17+00:00
98a18ed377ef11ee8d0a28c2dd2980ba,12,12-1,12-1-2,Ningguang,Zhongli,Yae Miko,Sangonomiya Kokomi,2023-10-16 23:48:34+00:00
98a18ed377ef11ee8d0a28c2dd2980ba,12,12-2,12-2-1,Eula,Raiden Shogun,Rosaria,Diona,2023-10-16 23:50:37+00:00
98a18ed377ef11ee8d0a28c2dd2980ba,12,12-2,12-2-2,Ningguang,Zhongli,Yae Miko,Sangonomiya Kokomi,2023-10-16 23:51:58+00:00
98a18ed377ef11ee8d0a28c2dd2980ba,12,12-3,12-3-1,Eula,Raiden Shogun,Rosaria,Diona,2023-10-16 23:53:19+00:00
98a18ed377ef11ee8d0a28c2dd2980ba,12,12-3,12-3-2,Ningguang,Zhongli,Yae Miko,Sangonomiya Kokomi,2023-10-16 23:54:57+00:00
98a18ed477ef11ee967d28c2dd2980ba,11,11-1,11-1-1,Sangonomiya Kokomi,Nilou,Traveler,Nahida,2023-10-16 09:19:03+00:00
98a18ed477ef11ee967d28c2dd2980ba,11,11-1,11-1-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2023-10-16 09:19:45+00:00
98a18ed477ef11ee967d28c2dd2980ba,11,11-2,11-2-1,Sangonomiya Kokomi,Nilou,Traveler,Nahida,2023-10-16 09:20:30+00:00
98a18ed477ef11ee967d28c2dd2980ba,11,11-2,11-2-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2023-10-16 09:21:49+00:00
98a18ed477ef11ee967d28c2dd2980ba,11,11-3,11-3-1,Sangonomiya Kokomi,Nilou,Traveler,Nahida,2023-10-16 09:22:51+00:00
98a18ed477ef11ee967d28c2dd2980ba,11,11-3,11-3-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2023-10-16 09:24:14+00:00
98a18ed477ef11ee967d28c2dd2980ba,12,12-1,12-1-1,Bennett,Sucrose,Shenhe,Kamisato Ayaka,2023-10-16 09:42:51+00:00
98a18ed477ef11ee967d28c2dd2980ba,12,12-1,12-1-2,Sangonomiya Kokomi,Nilou,Traveler,Nahida,2023-10-16 09:44:30+00:00
98a18ed477ef11ee967d28c2dd2980ba,12,12-2,12-2-1,Sangonomiya Kokomi,Venti,Shenhe,Kamisato Ayaka,2023-10-17 21:30:57+00:00
98a18ed477ef11ee967d28c2dd2980ba,12,12-2,12-2-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2023-10-17 21:32:22+00:00
98a18ed477ef11ee967d28c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Xingqiu,Xiangling,Bennett,2023-10-16 09:36:40+00:00
98a18ed477ef11ee967d28c2dd2980ba,12,12-3,12-3-2,Sangonomiya Kokomi,Nilou,Traveler,Nahida,2023-10-16 09:38:36+00:00
98a18ed577ef11eebc8028c2dd2980ba,11,11-1,11-1-1,Bennett,Yelan,Kamisato Ayato,Venti,2023-10-15 22:50:00+00:00
98a18ed577ef11eebc8028c2dd2980ba,11,11-1,11-1-2,Nahida,Xingqiu,Kuki Shinobu,Alhaitham,2023-10-15 22:50:48+00:00
98a18ed577ef11eebc8028c2dd2980ba,11,11-2,11-2-1,Bennett,Yelan,Kamisato Ayato,Venti,2023-10-15 22:51:25+00:00
98a18ed577ef11eebc8028c2dd2980ba,11,11-2,11-2-2,Nahida,Xingqiu,Kuki Shinobu,Alhaitham,2023-10-15 22:52:42+00:00
98a18ed577ef11eebc8028c2dd2980ba,11,11-3,11-3-1,Bennett,Yelan,Kamisato Ayato,Venti,2023-10-15 22:53:39+00:00
98a18ed577ef11eebc8028c2dd2980ba,11,11-3,11-3-2,Nahida,Xingqiu,Kuki Shinobu,Alhaitham,2023-10-15 22:55:16+00:00
98a18ed577ef11eebc8028c2dd2980ba,12,12-1,12-1-1,Nahida,Xingqiu,Kuki Shinobu,Alhaitham,2023-10-26 13:39:11+00:00
98a18ed577ef11eebc8028c2dd2980ba,12,12-1,12-1-2,Bennett,Kaedehara Kazuha,Fischl,Yae Miko,2023-10-26 13:40:16+00:00
98a18ed577ef11eebc8028c2dd2980ba,12,12-2,12-2-1,Nahida,Xingqiu,Kuki Shinobu,Alhaitham,2023-10-18 17:28:44+00:00
98a18ed577ef11eebc8028c2dd2980ba,12,12-2,12-2-2,Neuvillette,Kaedehara Kazuha,Bennett,Yelan,2023-10-18 17:29:59+00:00
98a18ed577ef11eebc8028c2dd2980ba,12,12-3,12-3-1,Nahida,Xingqiu,Kuki Shinobu,Alhaitham,2023-10-18 17:31:04+00:00
98a18ed577ef11eebc8028c2dd2980ba,12,12-3,12-3-2,Neuvillette,Kaedehara Kazuha,Bennett,Yelan,2023-10-18 17:32:15+00:00
98a18ed677ef11eeb4b628c2dd2980ba,11,11-1,11-1-1,Traveler,Barbara,Xingqiu,Sucrose,2023-10-16 19:49:36+00:00
98a18ed677ef11eeb4b628c2dd2980ba,11,11-1,11-1-2,Bennett,Xiangling,Rosaria,Kaeya,2023-10-16 19:50:40+00:00
98a18ed677ef11eeb4b628c2dd2980ba,11,11-2,11-2-1,Traveler,Barbara,Xingqiu,Sucrose,2023-10-16 19:51:25+00:00
98a18ed677ef11eeb4b628c2dd2980ba,11,11-2,11-2-2,Bennett,Xiangling,Rosaria,Kaeya,2023-10-16 19:52:37+00:00
98a18ed677ef11eeb4b628c2dd2980ba,11,11-3,11-3-1,Traveler,Barbara,Xingqiu,Sucrose,2023-10-16 19:53:44+00:00
98a18ed677ef11eeb4b628c2dd2980ba,11,11-3,11-3-2,Bennett,Xiangling,Rosaria,Kaeya,2023-10-16 19:55:14+00:00
98a18ed677ef11eeb4b628c2dd2980ba,12,12-1,12-1-1,Kamisato Ayaka,Mona,Shenhe,Kaedehara Kazuha,2023-10-16 19:58:26+00:00
98a18ed677ef11eeb4b628c2dd2980ba,12,12-1,12-1-2,Nahida,Yelan,Xingqiu,Kuki Shinobu,2023-10-16 19:59:21+00:00
98a18ed677ef11eeb4b628c2dd2980ba,12,12-2,12-2-1,Kamisato Ayaka,Mona,Shenhe,Kaedehara Kazuha,2023-10-16 20:00:57+00:00
98a18ed677ef11eeb4b628c2dd2980ba,12,12-2,12-2-2,Nahida,Yelan,Xingqiu,Kuki Shinobu,2023-10-16 20:02:08+00:00
98a18ed677ef11eeb4b628c2dd2980ba,12,12-3,12-3-1,Kamisato Ayaka,Mona,Shenhe,Kaedehara Kazuha,2023-10-16 20:05:44+00:00
98a18ed677ef11eeb4b628c2dd2980ba,12,12-3,12-3-2,Nahida,Yelan,Xingqiu,Kuki Shinobu,2023-10-16 20:06:33+00:00
98a18ed777ef11eea78f28c2dd2980ba,11,11-1,11-1-1,Nilou,Nahida,Barbara,Traveler,2023-10-21 09:06:06+00:00
98a18ed777ef11eea78f28c2dd2980ba,11,11-1,11-1-2,Kaeya,Diona,Yelan,Shikanoin Heizou,2023-10-21 09:08:01+00:00
98a18ed777ef11eea78f28c2dd2980ba,11,11-2,11-2-1,Nilou,Nahida,Barbara,Traveler,2023-10-21 09:14:25+00:00
98a18ed777ef11eea78f28c2dd2980ba,11,11-2,11-2-2,Kaeya,Diona,Yelan,Shikanoin Heizou,2023-10-21 09:15:52+00:00
98a18ed777ef11eea78f28c2dd2980ba,11,11-3,11-3-1,Nilou,Nahida,Barbara,Traveler,2023-10-21 13:37:35+00:00
98a18ed777ef11eea78f28c2dd2980ba,11,11-3,11-3-2,Kaeya,Diona,Yelan,Shikanoin Heizou,2023-10-21 13:38:37+00:00
98a18ed777ef11eea78f28c2dd2980ba,12,12-1,12-1-1,Bennett,Xiangling,Yun Jin,Noelle,2023-10-21 14:07:37+00:00
98a18ed777ef11eea78f28c2dd2980ba,12,12-1,12-1-2,Ganyu,Kaedehara Kazuha,Sangonomiya Kokomi,Kamisato Ayaka,2023-10-21 14:09:13+00:00
98a18ed777ef11eea78f28c2dd2980ba,12,12-2,12-2-1,Ganyu,Kaedehara Kazuha,Sangonomiya Kokomi,Kamisato Ayaka,2023-10-21 14:21:20+00:00
98a18ed777ef11eea78f28c2dd2980ba,12,12-2,12-2-2,Bennett,Xiangling,Yelan,Noelle,2023-10-21 14:22:21+00:00
98a18ed777ef11eea78f28c2dd2980ba,12,12-3,12-3-1,Ganyu,Kaedehara Kazuha,Sangonomiya Kokomi,Kamisato Ayaka,2023-10-21 14:25:05+00:00
98a18ed777ef11eea78f28c2dd2980ba,12,12-3,12-3-2,Bennett,Xiangling,Yelan,Noelle,2023-10-21 14:26:18+00:00
98a1b5a577ef11ee816628c2dd2980ba,11,11-1,11-1-1,Nahida,Nilou,Traveler,Sangonomiya Kokomi,2023-10-25 09:09:53+00:00
98a1b5a577ef11ee816628c2dd2980ba,11,11-1,11-1-2,Zhongli,Fischl,Kaedehara Kazuha,Neuvillette,2023-10-25 09:10:55+00:00
98a1b5a577ef11ee816628c2dd2980ba,11,11-2,11-2-1,Nahida,Nilou,Traveler,Sangonomiya Kokomi,2023-10-25 09:11:43+00:00
98a1b5a577ef11ee816628c2dd2980ba,11,11-2,11-2-2,Zhongli,Fischl,Kaedehara Kazuha,Neuvillette,2023-10-25 09:13:04+00:00
98a1b5a577ef11ee816628c2dd2980ba,11,11-3,11-3-1,Nahida,Nilou,Traveler,Sangonomiya Kokomi,2023-10-25 09:14:13+00:00
98a1b5a577ef11ee816628c2dd2980ba,11,11-3,11-3-2,Zhongli,Fischl,Kaedehara Kazuha,Neuvillette,2023-10-25 09:15:23+00:00
98a1b5a577ef11ee816628c2dd2980ba,12,12-1,12-1-1,Kuki Shinobu,Xingqiu,Nahida,Alhaitham,2023-10-25 10:47:14+00:00
98a1b5a577ef11ee816628c2dd2980ba,12,12-1,12-1-2,Zhongli,Fischl,Kaedehara Kazuha,Neuvillette,2023-10-25 10:48:34+00:00
98a1b5a577ef11ee816628c2dd2980ba,12,12-2,12-2-1,Nahida,Nilou,Xingqiu,Kaveh,2023-10-25 09:21:30+00:00
