uid,floor,chamber,half,ch1,ch2,ch3,ch4,start_at
1ea0cce0d62d11ee897528c2dd2980ba,11,11-3,11-3-1,Neuvillette,Raiden Shogun,Nahida,Dehya,2024-02-25 04:22:32+00:00
1ea0cce0d62d11ee897528c2dd2980ba,11,11-3,11-3-2,Hu Tao,Xingqiu,Yelan,Xianyun,2024-02-25 04:23:13+00:00
1ea0cce0d62d11ee897528c2dd2980ba,12,12-1,12-1-1,Nilou,Sangonomiya Kokomi,Nahida,Baizhu,2024-02-26 02:08:45+00:00
1ea0cce0d62d11ee897528c2dd2980ba,12,12-1,12-1-2,Hu Tao,Yelan,Furina,Xianyun,2024-02-26 02:09:44+00:00
1ea0cce0d62d11ee897528c2dd2980ba,12,12-2,12-2-1,Nilou,Sangonomiya Kokomi,Nahida,Baizhu,2024-02-26 02:12:35+00:00
1ea0cce0d62d11ee897528c2dd2980ba,12,12-2,12-2-2,Hu Tao,Yelan,Furina,Xianyun,2024-02-26 02:13:39+00:00
1ea0cce0d62d11ee897528c2dd2980ba,12,12-3,12-3-1,Nilou,Sangonomiya Kokomi,Nahida,Baizhu,2024-02-26 02:15:52+00:00
1ea0cce0d62d11ee897528c2dd2980ba,12,12-3,12-3-2,Hu Tao,Yelan,Furina,Xianyun,2024-02-26 02:16:44+00:00
1ea0cce1d62d11ee8db628c2dd2980ba,11,11-1,11-1-1,Gaming,Furina,Xianyun,Bennett,2024-02-16 12:41:38+00:00
1ea0cce1d62d11ee8db628c2dd2980ba,11,11-1,11-1-2,Yae Miko,Nahida,Venti,Baizhu,2024-02-16 12:42:26+00:00
1ea0cce1d62d11ee8db628c2dd2980ba,11,11-2,11-2-1,Gaming,Furina,Xianyun,Bennett,2024-02-16 12:42:51+00:00
1ea0cce1d62d11ee8db628c2dd2980ba,11,11-2,11-2-2,Yae Miko,Nahida,Venti,Baizhu,2024-02-16 12:43:51+00:00
1ea0cce1d62d11ee8db628c2dd2980ba,11,11-3,11-3-1,Gaming,Furina,Xianyun,Bennett,2024-02-16 12:44:37+00:00
1ea0cce1d62d11ee8db628c2dd2980ba,11,11-3,11-3-2,Yae Miko,Nahida,Venti,Baizhu,2024-02-16 12:45:12+00:00
1ea0cce1d62d11ee8db628c2dd2980ba,12,12-1,12-1-1,Navia,Albedo,Xiangling,Bennett,2024-02-25 19:01:34+00:00
1ea0cce1d62d11ee8db628c2dd2980ba,12,12-1,12-1-2,Furina,Xingqiu,Xianyun,Hu Tao,2024-02-25 19:02:44+00:00
1ea0cce1d62d11ee8db628c2dd2980ba,12,12-2,12-2-1,Navia,Albedo,Xiangling,Bennett,2024-02-25 19:03:35+00:00
1ea0cce1d62d11ee8db628c2dd2980ba,12,12-2,12-2-2,Furina,Xingqiu,Xianyun,Hu Tao,2024-02-25 19:04:55+00:00
1ea0cce1d62d11ee8db628c2dd2980ba,12,12-3,12-3-1,Navia,Albedo,Xiangling,Bennett,2024-02-24 13:52:23+00:00
1ea0cce1d62d11ee8db628c2dd2980ba,12,12-3,12-3-2,Furina,Xingqiu,Xianyun,Hu Tao,2024-02-24 13:54:12+00:00
1ea0cce2d62d11ee98f628c2dd2980ba,11,11-1,11-1-1,Furina,Yelan,Xingqiu,Xianyun,2024-02-16 10:19:57+00:00
1ea0cce2d62d11ee98f628c2dd2980ba,11,11-1,11-1-2,Faruzan,Bennett,Venti,Wanderer,2024-02-16 10:20:25+00:00
1ea0cce2d62d11ee98f628c2dd2980ba,11,11-2,11-2-1,Furina,Yelan,Xingqiu,Xianyun,2024-02-16 10:20:46+00:00
1ea0cce2d62d11ee98f628c2dd2980ba,11,11-2,11-2-2,Faruzan,Bennett,Venti,Wanderer,2024-02-16 10:21:14+00:00
1ea0cce2d62d11ee98f628c2dd2980ba,11,11-3,11-3-1,Furina,Yelan,Xingqiu,Xianyun,2024-02-16 10:21:43+00:00
1ea0cce2d62d11ee98f628c2dd2980ba,11,11-3,11-3-2,Faruzan,Bennett,Venti,Wanderer,2024-02-16 10:22:15+00:00
1ea0cce2d62d11ee98f628c2dd2980ba,12,12-1,12-1-1,Nilou,Nahida,Collei,Barbara,2024-02-27 16:33:02+00:00
1ea0cce2d62d11ee98f628c2dd2980ba,12,12-1,12-1-2,Fischl,Kirara,Sucrose,Yae Miko,2024-02-27 16:33:56+00:00
1ea0cce2d62d11ee98f628c2dd2980ba,12,12-2,12-2-1,Nilou,Nahida,Collei,Barbara,2024-02-27 16:35:40+00:00
1ea0cce2d62d11ee98f628c2dd2980ba,12,12-2,12-2-2,Fischl,Kirara,Sucrose,Yae Miko,2024-02-27 16:36:45+00:00
1ea0cce2d62d11ee98f628c2dd2980ba,12,12-3,12-3-1,Nilou,Nahida,Collei,Barbara,2024-02-27 16:43:50+00:00
1ea0cce2d62d11ee98f628c2dd2980ba,12,12-3,12-3-2,Fischl,Kirara,Sucrose,Yae Miko,2024-02-27 16:44:32+00:00
1ea0cce3d62d11eeba2128c2dd2980ba,11,11-1,11-1-1,Xiao,Faruzan,Furina,Xianyun,2024-02-17 07:21:41+00:00
1ea0cce3d62d11eeba2128c2dd2980ba,11,11-1,11-1-2,Yae Miko,Nahida,Venti,Jean,2024-02-17 07:22:16+00:00
1ea0cce3d62d11eeba2128c2dd2980ba,11,11-2,11-2-1,Xiao,Faruzan,Furina,Xianyun,2024-02-17 07:22:38+00:00
1ea0cce3d62d11eeba2128c2dd2980ba,11,11-2,11-2-2,Yae Miko,Nahida,Venti,Jean,2024-02-17 07:23:24+00:00
1ea0cce3d62d11eeba2128c2dd2980ba,11,11-3,11-3-1,Xiao,Faruzan,Furina,Xianyun,2024-02-17 07:24:10+00:00
1ea0cce3d62d11eeba2128c2dd2980ba,11,11-3,11-3-2,Yae Miko,Nahida,Venti,Jean,2024-02-17 07:24:41+00:00
1ea0cce3d62d11eeba2128c2dd2980ba,12,12-1,12-1-1,Xiao,Faruzan,Furina,Xianyun,2024-02-17 07:28:36+00:00
1ea0cce3d62d11eeba2128c2dd2980ba,12,12-1,12-1-2,Raiden Shogun,Kujou Sara,Yelan,Jean,2024-02-17 07:29:42+00:00
1ea0cce3d62d11eeba2128c2dd2980ba,12,12-2,12-2-1,Xiao,Faruzan,Furina,Xianyun,2024-02-17 07:31:29+00:00
1ea0cce3d62d11eeba2128c2dd2980ba,12,12-2,12-2-2,Raiden Shogun,Kujou Sara,Yelan,Jean,2024-02-17 07:32:06+00:00
1ea0cce3d62d11eeba2128c2dd2980ba,12,12-3,12-3-1,Xiao,Faruzan,Furina,Xianyun,2024-02-17 07:33:50+00:00
1ea0cce3d62d11eeba2128c2dd2980ba,12,12-3,12-3-2,Raiden Shogun,Kujou Sara,Yelan,Jean,2024-02-17 07:34:48+00:00
1ea0cce4d62d11eeb1f528c2dd2980ba,11,11-1,11-1-1,Hu Tao,Yelan,,,2024-02-16 16:28:32+00:00
1ea0cce4d62d11eeb1f528c2dd2980ba,11,11-1,11-1-2,Xiao,Kaedehara Kazuha,,,2024-02-16 16:29:18+00:00
1ea0cce4d62d11eeb1f528c2dd2980ba,11,11-2,11-2-1,Hu Tao,Yelan,,,2024-02-16 16:29:45+00:00
1ea0cce4d62d11eeb1f528c2dd2980ba,11,11-2,11-2-2,Xiao,Kaedehara Kazuha,,,2024-02-16 16:30:49+00:00
1ea0cce4d62d11eeb1f528c2dd2980ba,11,11-3,11-3-1,Hu Tao,Yelan,,,2024-02-16 16:31:33+00:00
1ea0cce4d62d11eeb1f528c2dd2980ba,11,11-3,11-3-2,Xiao,Kaedehara Kazuha,,,2024-02-16 16:32:20+00:00
1ea0cce4d62d11eeb1f528c2dd2980ba,12,12-1,12-1-1,Dehya,Furina,Bennett,Kaedehara Kazuha,2024-02-27 16:57:38+00:00
1ea0cce4d62d11eeb1f528c2dd2980ba,12,12-1,12-1-2,Hu Tao,Xingqiu,Yelan,Xiangling,2024-02-27 16:58:44+00:00
1ea0cce4d62d11eeb1f528c2dd2980ba,12,12-2,12-2-1,Dehya,Furina,Bennett,Kaedehara Kazuha,2024-02-27 17:02:07+00:00
1ea0cce4d62d11eeb1f528c2dd2980ba,12,12-2,12-2-2,Hu Tao,Xingqiu,Yelan,Xiangling,2024-02-27 17:03:17+00:00
1ea0cce4d62d11eeb1f528c2dd2980ba,12,12-3,12-3-1,Dehya,Furina,Bennett,Kaedehara Kazuha,2024-02-27 17:04:39+00:00
1ea0cce4d62d11eeb1f528c2dd2980ba,12,12-3,12-3-2,Hu Tao,Xingqiu,Yelan,Xiangling,2024-02-27 17:05:40+00:00
1ea0cce5d62d11eebba428c2dd2980ba,11,11-1,11-1-1,Neuvillette,Tartaglia,Kaedehara Kazuha,Zhongli,2024-02-16 00:04:45+00:00
1ea0cce5d62d11eebba428c2dd2980ba,11,11-1,11-1-2,Xiao,Xianyun,Furina,Faruzan,2024-02-16 00:05:20+00:00
1ea0cce5d62d11eebba428c2dd2980ba,11,11-2,11-2-1,Neuvillette,Tartaglia,Kaedehara Kazuha,Zhongli,2024-02-16 00:05:49+00:00
1ea0cce5d62d11eebba428c2dd2980ba,11,11-2,11-2-2,Xiao,Xianyun,Furina,Faruzan,2024-02-16 00:06:41+00:00
1ea0cce5d62d11eebba428c2dd2980ba,11,11-3,11-3-1,Neuvillette,Tartaglia,Kaedehara Kazuha,Zhongli,2024-02-16 00:07:15+00:00
1ea0cce5d62d11eebba428c2dd2980ba,11,11-3,11-3-2,Xiao,Xianyun,Furina,Faruzan,2024-02-16 00:07:38+00:00
1ea0cce5d62d11eebba428c2dd2980ba,12,12-1,12-1-1,Xiao,Xianyun,Furina,Faruzan,2024-02-16 00:09:01+00:00
1ea0cce5d62d11eebba428c2dd2980ba,12,12-1,12-1-2,Neuvillette,Fischl,Kaedehara Kazuha,Zhongli,2024-02-16 00:09:50+00:00
1ea0cce5d62d11eebba428c2dd2980ba,12,12-2,12-2-1,Xiao,Xianyun,Furina,Faruzan,2024-02-16 00:11:34+00:00
1ea0cce5d62d11eebba428c2dd2980ba,12,12-2,12-2-2,Neuvillette,Fischl,Kaedehara Kazuha,Zhongli,2024-02-16 00:12:24+00:00
1ea0cce5d62d11eebba428c2dd2980ba,12,12-3,12-3-1,Xiao,Xianyun,Furina,Faruzan,2024-02-16 00:13:38+00:00
1ea0cce5d62d11eebba428c2dd2980ba,12,12-3,12-3-2,Neuvillette,Fischl,Kaedehara Kazuha,Zhongli,2024-02-16 00:14:18+00:00
1ea0cce6d62d11eeacaa28c2dd2980ba,11,11-1,11-1-1,Wriothesley,Furina,Kaedehara Kazuha,Bennett,2024-02-17 00:59:08+00:00
1ea0cce6d62d11eeacaa28c2dd2980ba,11,11-1,11-1-2,Xinyan,Fischl,Rosaria,Xianyun,2024-02-17 00:59:54+00:00
1ea0cce6d62d11eeacaa28c2dd2980ba,11,11-2,11-2-1,Wriothesley,Furina,Kaedehara Kazuha,Bennett,2024-02-17 01:00:43+00:00
1ea0cce6d62d11eeacaa28c2dd2980ba,11,11-2,11-2-2,Xinyan,Fischl,Rosaria,Xianyun,2024-02-17 01:02:01+00:00
1ea0cce6d62d11eeacaa28c2dd2980ba,11,11-3,11-3-1,Wriothesley,Furina,Kaedehara Kazuha,Bennett,2024-02-17 01:02:48+00:00
1ea0cce6d62d11eeacaa28c2dd2980ba,11,11-3,11-3-2,Xinyan,Fischl,Rosaria,Xianyun,2024-02-17 01:03:26+00:00
1ea0cce6d62d11eeacaa28c2dd2980ba,12,12-1,12-1-1,Xinyan,Raiden Shogun,Kaedehara Kazuha,Bennett,2024-02-17 01:14:26+00:00
1ea0cce6d62d11eeacaa28c2dd2980ba,12,12-1,12-1-2,Sangonomiya Kokomi,Yelan,Nahida,Kuki Shinobu,2024-02-17 01:15:41+00:00
1ea0cce6d62d11eeacaa28c2dd2980ba,12,12-2,12-2-1,Xinyan,Raiden Shogun,Kaedehara Kazuha,Bennett,2024-02-17 01:17:05+00:00
1ea0cce6d62d11eeacaa28c2dd2980ba,12,12-2,12-2-2,Sangonomiya Kokomi,Yelan,Nahida,Kuki Shinobu,2024-02-17 01:17:57+00:00
1ea0cce6d62d11eeacaa28c2dd2980ba,12,12-3,12-3-1,Xinyan,Raiden Shogun,Kaedehara Kazuha,Bennett,2024-02-17 01:20:09+00:00
1ea0cce6d62d11eeacaa28c2dd2980ba,12,12-3,12-3-2,Sangonomiya Kokomi,Yelan,Nahida,Kuki Shinobu,2024-02-17 01:21:19+00:00
1ea0cce7d62d11eead3928c2dd2980ba,11,11-1,11-1-1,Tartaglia,Bennett,Xiangling,Kaedehara Kazuha,2024-02-16 17:08:22+00:00
1ea0cce7d62d11eead3928c2dd2980ba,11,11-1,11-1-2,Sucrose,Fischl,Beidou,Xingqiu,2024-02-16 17:09:07+00:00
1ea0cce7d62d11eead3928c2dd2980ba,11,11-2,11-2-1,Tartaglia,Bennett,Xiangling,Kaedehara Kazuha,2024-02-16 17:09:48+00:00
1ea0cce7d62d11eead3928c2dd2980ba,11,11-2,11-2-2,Sucrose,Fischl,Beidou,Xingqiu,2024-02-16 17:11:00+00:00
1ea0cce7d62d11eead3928c2dd2980ba,11,11-3,11-3-1,Tartaglia,Bennett,Xiangling,Kaedehara Kazuha,2024-02-16 17:12:02+00:00
1ea0cce7d62d11eead3928c2dd2980ba,11,11-3,11-3-2,Sucrose,Fischl,Beidou,Xingqiu,2024-02-16 17:13:00+00:00
1ea0cce7d62d11eead3928c2dd2980ba,12,12-1,12-1-1,Tartaglia,Bennett,Xiangling,Kaedehara Kazuha,2024-02-26 16:56:45+00:00
1ea0cce7d62d11eead3928c2dd2980ba,12,12-1,12-1-2,Baizhu,Fischl,Thoma,Xingqiu,2024-02-26 16:58:26+00:00
1ea0cce7d62d11eead3928c2dd2980ba,12,12-2,12-2-1,Tartaglia,Bennett,Xiangling,Kaedehara Kazuha,2024-02-16 17:21:05+00:00
1ea0cce7d62d11eead3928c2dd2980ba,12,12-2,12-2-2,Baizhu,Fischl,Kuki Shinobu,Xingqiu,2024-02-16 17:22:23+00:00
1ea0cce7d62d11eead3928c2dd2980ba,12,12-3,12-3-1,Tartaglia,Bennett,Xiangling,Kaedehara Kazuha,2024-02-16 17:25:24+00:00
1ea0cce7d62d11eead3928c2dd2980ba,12,12-3,12-3-2,Baizhu,Fischl,Kuki Shinobu,Xingqiu,2024-02-16 17:26:36+00:00
1ea0cce8d62d11ee97f128c2dd2980ba,11,11-1,11-1-1,Jean,Bennett,Faruzan,Wanderer,2024-02-16 11:45:45+00:00
1ea0cce8d62d11ee97f128c2dd2980ba,11,11-1,11-1-2,Nahida,Yelan,Furina,Raiden Shogun,2024-02-16 11:46:06+00:00
1ea0cce8d62d11ee97f128c2dd2980ba,11,11-2,11-2-1,Jean,Bennett,Faruzan,Wanderer,2024-02-16 11:46:42+00:00
1ea0cce8d62d11ee97f128c2dd2980ba,11,11-2,11-2-2,Nahida,Yelan,Furina,Raiden Shogun,2024-02-16 11:47:30+00:00
1ea0cce8d62d11ee97f128c2dd2980ba,11,11-3,11-3-1,Jean,Bennett,Faruzan,Wanderer,2024-02-16 11:48:09+00:00
1ea0cce8d62d11ee97f128c2dd2980ba,11,11-3,11-3-2,Nahida,Yelan,Furina,Raiden Shogun,2024-02-16 11:49:01+00:00
1ea0cce8d62d11ee97f128c2dd2980ba,12,12-1,12-1-1,Jean,Xingqiu,Faruzan,Wanderer,2024-02-16 11:50:28+00:00
1ea0cce8d62d11ee97f128c2dd2980ba,12,12-1,12-1-2,Furina,Bennett,Xianyun,Kaedehara Kazuha,2024-02-16 11:51:38+00:00
1ea0cce8d62d11ee97f128c2dd2980ba,12,12-2,12-2-1,Jean,Xingqiu,Faruzan,Wanderer,2024-02-16 11:52:58+00:00
1ea0cce8d62d11ee97f128c2dd2980ba,12,12-2,12-2-2,Furina,Bennett,Xianyun,Kaedehara Kazuha,2024-02-16 11:54:22+00:00
1ea0cce8d62d11ee97f128c2dd2980ba,12,12-3,12-3-1,Jean,Xingqiu,Faruzan,Wanderer,2024-02-16 12:00:21+00:00
1ea0cce8d62d11ee97f128c2dd2980ba,12,12-3,12-3-2,Furina,Bennett,Xianyun,Kaedehara Kazuha,2024-02-16 12:01:24+00:00
1ea0cce9d62d11eeb4e928c2dd2980ba,11,11-1,11-1-1,Kamisato Ayaka,Shenhe,Kaedehara Kazuha,Mona,2024-02-17 06:27:29+00:00
1ea0cce9d62d11eeb4e928c2dd2980ba,11,11-1,11-1-2,Sangonomiya Kokomi,Furina,Fischl,Venti,2024-02-17 06:28:22+00:00
1ea0cce9d62d11eeb4e928c2dd2980ba,11,11-2,11-2-1,Kamisato Ayaka,Shenhe,Kaedehara Kazuha,Mona,2024-02-17 06:28:46+00:00
1ea0cce9d62d11eeb4e928c2dd2980ba,11,11-2,11-2-2,Sangonomiya Kokomi,Furina,Fischl,Venti,2024-02-17 06:30:09+00:00
1ea0cce9d62d11eeb4e928c2dd2980ba,11,11-3,11-3-1,Kamisato Ayaka,Shenhe,Kaedehara Kazuha,Mona,2024-02-17 06:31:30+00:00
1ea0cce9d62d11eeb4e928c2dd2980ba,11,11-3,11-3-2,Sangonomiya Kokomi,Furina,Fischl,Venti,2024-02-17 06:32:34+00:00
1ea0cce9d62d11eeb4e928c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Furina,Yelan,Jean,2024-02-26 13:59:21+00:00
1ea0cce9d62d11eeb4e928c2dd2980ba,12,12-1,12-1-2,Nahida,Xingqiu,Kuki Shinobu,Fischl,2024-02-26 14:00:30+00:00
1ea0cce9d62d11eeb4e928c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Furina,Yelan,Jean,2024-02-26 14:03:29+00:00
1ea0cce9d62d11eeb4e928c2dd2980ba,12,12-2,12-2-2,Nahida,Xingqiu,Kuki Shinobu,Fischl,2024-02-26 14:04:28+00:00
1ea0cce9d62d11eeb4e928c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Furina,Yelan,Jean,2024-02-26 14:06:38+00:00
1ea0cce9d62d11eeb4e928c2dd2980ba,12,12-3,12-3-2,Nahida,Xingqiu,Kuki Shinobu,Fischl,2024-02-26 14:07:34+00:00
1ea0ccead62d11eea15f28c2dd2980ba,11,11-1,11-1-1,Raiden Shogun,Kujou Sara,Chevreuse,Dehya,2024-02-16 16:32:31+00:00
1ea0ccead62d11eea15f28c2dd2980ba,11,11-1,11-1-2,Ganyu,Shenhe,Furina,Jean,2024-02-16 16:33:18+00:00
1ea0ccead62d11eea15f28c2dd2980ba,11,11-2,11-2-1,Raiden Shogun,Kujou Sara,Chevreuse,Dehya,2024-02-16 16:33:46+00:00
1ea0ccead62d11eea15f28c2dd2980ba,11,11-2,11-2-2,Ganyu,Shenhe,Furina,Jean,2024-02-16 16:34:28+00:00
1ea0ccead62d11eea15f28c2dd2980ba,11,11-3,11-3-1,Raiden Shogun,Kujou Sara,Chevreuse,Dehya,2024-02-16 16:35:00+00:00
1ea0ccead62d11eea15f28c2dd2980ba,11,11-3,11-3-2,Ganyu,Shenhe,Furina,Jean,2024-02-16 16:35:31+00:00
1ea0ccead62d11eea15f28c2dd2980ba,12,12-1,12-1-1,Ganyu,Shenhe,Furina,Jean,2024-02-16 16:37:31+00:00
1ea0ccead62d11eea15f28c2dd2980ba,12,12-1,12-1-2,Raiden Shogun,Kujou Sara,Chevreuse,Dehya,2024-02-16 16:38:30+00:00
1ea0ccead62d11eea15f28c2dd2980ba,12,12-2,12-2-1,Ganyu,Shenhe,Furina,Jean,2024-02-16 16:40:03+00:00
1ea0ccead62d11eea15f28c2dd2980ba,12,12-2,12-2-2,Raiden Shogun,Kujou Sara,Chevreuse,Dehya,2024-02-16 16:40:59+00:00
1ea0ccead62d11eea15f28c2dd2980ba,12,12-3,12-3-1,Ganyu,Shenhe,Furina,Jean,2024-02-16 16:42:20+00:00
1ea0ccead62d11eea15f28c2dd2980ba,12,12-3,12-3-2,Raiden Shogun,Kujou Sara,Chevreuse,Dehya,2024-02-16 16:43:06+00:00
1ea0ccebd62d11eeb7ac28c2dd2980ba,11,11-1,11-1-1,Neuvillette,Furina,Kaedehara Kazuha,Zhongli,2024-02-16 23:34:18+00:00
1ea0ccebd62d11eeb7ac28c2dd2980ba,11,11-1,11-1-2,Wanderer,Faruzan,Xingqiu,Layla,2024-02-16 23:34:51+00:00
1ea0ccebd62d11eeb7ac28c2dd2980ba,11,11-2,11-2-1,Neuvillette,Furina,Kaedehara Kazuha,Zhongli,2024-02-16 23:35:19+00:00
1ea0ccebd62d11eeb7ac28c2dd2980ba,11,11-2,11-2-2,Wanderer,Faruzan,Xingqiu,Layla,2024-02-16 23:36:05+00:00
1ea0ccebd62d11eeb7ac28c2dd2980ba,11,11-3,11-3-1,Neuvillette,Furina,Kaedehara Kazuha,Zhongli,2024-02-16 23:36:31+00:00
1ea0ccebd62d11eeb7ac28c2dd2980ba,11,11-3,11-3-2,Wanderer,Faruzan,Xingqiu,Layla,2024-02-16 23:37:00+00:00
1ea0ccebd62d11eeb7ac28c2dd2980ba,12,12-1,12-1-1,Arataki Itto,Gorou,Albedo,Zhongli,2024-02-16 23:38:29+00:00
1ea0ccebd62d11eeb7ac28c2dd2980ba,12,12-1,12-1-2,Neuvillette,Furina,Tartaglia,Kuki Shinobu,2024-02-16 23:39:18+00:00
1ea0ccebd62d11eeb7ac28c2dd2980ba,12,12-2,12-2-1,Arataki Itto,Gorou,Albedo,Zhongli,2024-02-16 23:40:42+00:00
1ea0ccebd62d11eeb7ac28c2dd2980ba,12,12-2,12-2-2,Neuvillette,Furina,Tartaglia,Kuki Shinobu,2024-02-16 23:41:43+00:00
1ea0ccebd62d11eeb7ac28c2dd2980ba,12,12-3,12-3-1,Arataki Itto,Gorou,Albedo,Zhongli,2024-02-16 23:42:52+00:00
1ea0ccebd62d11eeb7ac28c2dd2980ba,12,12-3,12-3-2,Neuvillette,Furina,Tartaglia,Kuki Shinobu,2024-02-16 23:43:52+00:00
1ea0ccecd62d11ee995028c2dd2980ba,11,11-1,11-1-1,Navia,Furina,Yelan,Charlotte,2024-02-19 14:56:38+00:00
1ea0ccecd62d11ee995028c2dd2980ba,11,11-1,11-1-2,Yae Miko,Raiden Shogun,Kujou Sara,Jean,2024-02-19 14:57:22+00:00
1ea0ccecd62d11ee995028c2dd2980ba,11,11-2,11-2-1,Navia,Furina,Yelan,Charlotte,2024-02-19 14:58:29+00:00
1ea0ccecd62d11ee995028c2dd2980ba,11,11-2,11-2-2,Yae Miko,Raiden Shogun,Kujou Sara,Jean,2024-02-19 14:59:43+00:00
1ea0ccecd62d11ee995028c2dd2980ba,11,11-3,11-3-1,Navia,Furina,Yelan,Charlotte,2024-02-19 15:00:31+00:00
1ea0ccecd62d11ee995028c2dd2980ba,11,11-3,11-3-2,Yae Miko,Raiden Shogun,Kujou Sara,Jean,2024-02-19 15:01:06+00:00
1ea0ccecd62d11ee995028c2dd2980ba,12,12-1,12-1-1,Yae Miko,Raiden Shogun,Kujou Sara,Jean,2024-02-19 15:03:23+00:00
1ea0ccecd62d11ee995028c2dd2980ba,12,12-1,12-1-2,Hu Tao,Xingqiu,Yelan,Kaedehara Kazuha,2024-02-19 15:05:03+00:00
1ea0ccecd62d11ee995028c2dd2980ba,12,12-2,12-2-1,Yae Miko,Raiden Shogun,Kujou Sara,Jean,2024-02-19 15:06:47+00:00
1ea0ccecd62d11ee995028c2dd2980ba,12,12-2,12-2-2,Hu Tao,Xingqiu,Yelan,Kaedehara Kazuha,2024-02-19 15:08:09+00:00
1ea0ccecd62d11ee995028c2dd2980ba,12,12-3,12-3-1,Yae Miko,Raiden Shogun,Kujou Sara,Jean,2024-02-19 15:10:08+00:00
1ea0ccecd62d11ee995028c2dd2980ba,12,12-3,12-3-2,Hu Tao,Xingqiu,Yelan,Kaedehara Kazuha,2024-02-19 15:11:22+00:00
1ea0ccedd62d11eea50828c2dd2980ba,11,11-1,11-1-1,Nahida,Nilou,Sangonomiya Kokomi,Collei,2024-02-25 08:59:57+00:00
1ea0ccedd62d11eea50828c2dd2980ba,11,11-1,11-1-2,Yoimiya,Raiden Shogun,Fischl,Yanfei,2024-02-25 09:00:32+00:00
1ea0ccedd62d11eea50828c2dd2980ba,11,11-2,11-2-1,Nahida,Nilou,Sangonomiya Kokomi,Collei,2024-02-25 09:01:20+00:00
1ea0ccedd62d11eea50828c2dd2980ba,11,11-2,11-2-2,Yoimiya,Raiden Shogun,Fischl,Yanfei,2024-02-25 09:02:02+00:00
1ea0ccedd62d11eea50828c2dd2980ba,11,11-3,11-3-1,Nahida,Nilou,Sangonomiya Kokomi,Collei,2024-02-25 09:03:00+00:00
1ea0ccedd62d11eea50828c2dd2980ba,11,11-3,11-3-2,Yoimiya,Raiden Shogun,Fischl,Yanfei,2024-02-25 09:03:46+00:00
1ea0ccedd62d11eea50828c2dd2980ba,12,12-1,12-1-1,Nahida,Nilou,Yelan,Yaoyao,2024-02-25 09:05:54+00:00
1ea0ccedd62d11eea50828c2dd2980ba,12,12-1,12-1-2,Sangonomiya Kokomi,Yae Miko,Fischl,Sucrose,2024-02-25 09:06:58+00:00
1ea0ccedd62d11eea50828c2dd2980ba,12,12-2,12-2-1,Nahida,Nilou,Yelan,Yaoyao,2024-02-25 09:09:06+00:00
1ea0ccedd62d11eea50828c2dd2980ba,12,12-2,12-2-2,Sangonomiya Kokomi,Yae Miko,Fischl,Sucrose,2024-02-25 09:09:57+00:00
1ea0ccedd62d11eea50828c2dd2980ba,12,12-3,12-3-1,Nahida,Nilou,Yelan,Yaoyao,2024-02-25 09:12:20+00:00
1ea0ccedd62d11eea50828c2dd2980ba,12,12-3,12-3-2,Sangonomiya Kokomi,Yae Miko,Fischl,Sucrose,2024-02-25 09:13:14+00:00
1ea0cceed62d11ee832728c2dd2980ba,11,11-1,11-1-1,Furina,Hu Tao,Xianyun,Yelan,2024-02-20 15:42:42+00:00
1ea0cceed62d11ee832728c2dd2980ba,11,11-1,11-1-2,Raiden Shogun,Sangonomiya Kokomi,Nahida,Baizhu,2024-02-20 15:43:54+00:00
1ea0cceed62d11ee832728c2dd2980ba,11,11-2,11-2-1,Furina,Hu Tao,Xianyun,Yelan,2024-02-20 15:44:32+00:00
1ea0cceed62d11ee832728c2dd2980ba,11,11-2,11-2-2,Raiden Shogun,Sangonomiya Kokomi,Nahida,Baizhu,2024-02-20 15:45:57+00:00
1ea0cceed62d11ee832728c2dd2980ba,11,11-3,11-3-1,Furina,Hu Tao,Xianyun,Yelan,2024-02-20 15:52:03+00:00
1ea0cceed62d11ee832728c2dd2980ba,11,11-3,11-3-2,Raiden Shogun,Sangonomiya Kokomi,Nahida,Baizhu,2024-02-20 15:53:26+00:00
1ea0cceed62d11ee832728c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Sangonomiya Kokomi,Nahida,Baizhu,2024-02-20 15:55:27+00:00
1ea0cceed62d11ee832728c2dd2980ba,12,12-1,12-1-2,Furina,Hu Tao,Xianyun,Yelan,2024-02-20 15:57:13+00:00
1ea0cceed62d11ee832728c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Sangonomiya Kokomi,Nahida,Baizhu,2024-02-20 16:02:11+00:00
1ea0cceed62d11ee832728c2dd2980ba,12,12-2,12-2-2,Furina,Hu Tao,Xianyun,Yelan,2024-02-20 16:03:15+00:00
1ea0cceed62d11ee832728c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Sangonomiya Kokomi,Nahida,Baizhu,2024-02-20 16:05:27+00:00
1ea0cceed62d11ee832728c2dd2980ba,12,12-3,12-3-2,Furina,Hu Tao,Xianyun,Yelan,2024-02-20 16:06:45+00:00
1ea0ccefd62d11ee84dc28c2dd2980ba,11,11-1,11-1-1,Neuvillette,Nahida,Raiden Shogun,Albedo,2024-02-17 00:19:21+00:00
