uid,floor,chamber,half,ch1,ch2,ch3,ch4,start_at
1ea0f3b5d62d11eea06528c2dd2980ba,12,12-1,12-1-1,Neuvillette,Furina,Nahida,Raiden Shogun,2024-02-17 08:11:58+00:00
1ea0f3b5d62d11eea06528c2dd2980ba,12,12-1,12-1-2,Hu Tao,Xingqiu,Yelan,Zhongli,2024-02-17 08:13:04+00:00
1ea0f3b5d62d11eea06528c2dd2980ba,12,12-2,12-2-1,Neuvillette,Furina,Nahida,Raiden Shogun,2024-02-17 08:18:37+00:00
1ea0f3b5d62d11eea06528c2dd2980ba,12,12-2,12-2-2,Hu Tao,Xingqiu,Yelan,Zhongli,2024-02-17 08:19:30+00:00
1ea0f3b5d62d11eea06528c2dd2980ba,12,12-3,12-3-1,Neuvillette,Furina,Nahida,Raiden Shogun,2024-02-17 08:20:44+00:00
1ea0f3b5d62d11eea06528c2dd2980ba,12,12-3,12-3-2,Hu Tao,Xingqiu,Yelan,Zhongli,2024-02-17 08:21:38+00:00
1ea0f3b6d62d11ee8bb528c2dd2980ba,11,11-1,11-1-1,Neuvillette,Furina,Sangonomiya Kokomi,Zhongli,2024-02-20 06:48:55+00:00
1ea0f3b6d62d11ee8bb528c2dd2980ba,11,11-1,11-1-2,Yae Miko,Yelan,Fischl,Nahida,2024-02-20 06:49:27+00:00
1ea0f3b6d62d11ee8bb528c2dd2980ba,11,11-2,11-2-1,Neuvillette,Furina,Sangonomiya Kokomi,Zhongli,2024-02-20 06:50:05+00:00
1ea0f3b6d62d11ee8bb528c2dd2980ba,11,11-2,11-2-2,Yae Miko,Yelan,Fischl,Nahida,2024-02-20 06:51:03+00:00
1ea0f3b6d62d11ee8bb528c2dd2980ba,11,11-3,11-3-1,Neuvillette,Furina,Sangonomiya Kokomi,Zhongli,2024-02-20 06:51:59+00:00
1ea0f3b6d62d11ee8bb528c2dd2980ba,11,11-3,11-3-2,Yae Miko,Yelan,Fischl,Nahida,2024-02-20 06:52:55+00:00
1ea0f3b6d62d11ee8bb528c2dd2980ba,12,12-1,12-1-1,Neuvillette,Furina,Sangonomiya Kokomi,Zhongli,2024-02-20 06:55:01+00:00
1ea0f3b6d62d11ee8bb528c2dd2980ba,12,12-1,12-1-2,Hu Tao,Yelan,Xingqiu,Xiangling,2024-02-20 06:56:00+00:00
1ea0f3b6d62d11ee8bb528c2dd2980ba,12,12-2,12-2-1,Neuvillette,Furina,Sangonomiya Kokomi,Zhongli,2024-02-20 06:57:21+00:00
1ea0f3b6d62d11ee8bb528c2dd2980ba,12,12-2,12-2-2,Hu Tao,Yelan,Xingqiu,Xiangling,2024-02-20 06:58:09+00:00
1ea0f3b6d62d11ee8bb528c2dd2980ba,12,12-3,12-3-1,Neuvillette,Furina,Sangonomiya Kokomi,Zhongli,2024-02-20 06:59:55+00:00
1ea0f3b6d62d11ee8bb528c2dd2980ba,12,12-3,12-3-2,Hu Tao,Yelan,Xingqiu,Xiangling,2024-02-20 07:00:41+00:00
1ea0f3b7d62d11eeb45728c2dd2980ba,11,11-1,11-1-1,Diluc,Bennett,Xianyun,Furina,2024-02-16 05:38:47+00:00
1ea0f3b7d62d11eeb45728c2dd2980ba,11,11-1,11-1-2,Wanderer,Yun Jin,Faruzan,Zhongli,2024-02-16 05:39:27+00:00
1ea0f3b7d62d11eeb45728c2dd2980ba,11,11-2,11-2-1,Diluc,Bennett,Xianyun,Furina,2024-02-16 05:40:04+00:00
1ea0f3b7d62d11eeb45728c2dd2980ba,11,11-2,11-2-2,Wanderer,Yun Jin,Faruzan,Zhongli,2024-02-16 05:40:59+00:00
1ea0f3b7d62d11eeb45728c2dd2980ba,11,11-3,11-3-1,Diluc,Bennett,Xianyun,Furina,2024-02-16 05:42:55+00:00
1ea0f3b7d62d11eeb45728c2dd2980ba,11,11-3,11-3-2,Wanderer,Yun Jin,Faruzan,Zhongli,2024-02-16 05:43:39+00:00
1ea0f3b7d62d11eeb45728c2dd2980ba,12,12-1,12-1-1,Xiao,Xianyun,Faruzan,Furina,2024-02-16 05:58:11+00:00
1ea0f3b7d62d11eeb45728c2dd2980ba,12,12-1,12-1-2,Yoimiya,Yelan,Xingqiu,Zhongli,2024-02-16 05:59:17+00:00
1ea0f3b7d62d11eeb45728c2dd2980ba,12,12-2,12-2-1,Xiao,Xianyun,Faruzan,Furina,2024-02-16 06:00:54+00:00
1ea0f3b7d62d11eeb45728c2dd2980ba,12,12-2,12-2-2,Yoimiya,Yelan,Xingqiu,Zhongli,2024-02-16 06:01:47+00:00
1ea0f3b7d62d11eeb45728c2dd2980ba,12,12-3,12-3-1,Xiao,Xianyun,Faruzan,Furina,2024-02-16 06:03:47+00:00
1ea0f3b7d62d11eeb45728c2dd2980ba,12,12-3,12-3-2,Yoimiya,Yelan,Xingqiu,Zhongli,2024-02-16 06:04:50+00:00
1ea0f3b8d62d11ee867828c2dd2980ba,11,11-1,11-1-1,Sucrose,Beidou,Fischl,Yaoyao,2024-02-16 17:18:51+00:00
1ea0f3b8d62d11ee867828c2dd2980ba,11,11-1,11-1-2,Bennett,Xingqiu,Shikanoin Heizou,Xiangling,2024-02-16 17:19:31+00:00
1ea0f3b8d62d11ee867828c2dd2980ba,11,11-2,11-2-1,Sucrose,Beidou,Fischl,Yaoyao,2024-02-16 17:20:03+00:00
1ea0f3b8d62d11ee867828c2dd2980ba,11,11-2,11-2-2,Bennett,Xingqiu,Shikanoin Heizou,Xiangling,2024-02-16 17:20:59+00:00
1ea0f3b8d62d11ee867828c2dd2980ba,11,11-3,11-3-1,Sucrose,Beidou,Fischl,Yaoyao,2024-02-16 17:21:36+00:00
1ea0f3b8d62d11ee867828c2dd2980ba,11,11-3,11-3-2,Bennett,Xingqiu,Shikanoin Heizou,Xiangling,2024-02-16 17:22:19+00:00
1ea0f3b8d62d11ee867828c2dd2980ba,12,12-1,12-1-1,Shikanoin Heizou,Xingqiu,Xiangling,Bennett,2024-02-28 04:46:34+00:00
1ea0f3b8d62d11ee867828c2dd2980ba,12,12-1,12-1-2,Gaming,Diona,Rosaria,Sucrose,2024-02-28 04:48:01+00:00
1ea0f3b8d62d11ee867828c2dd2980ba,12,12-2,12-2-1,Sucrose,Xingqiu,Yaoyao,Beidou,2024-02-16 17:40:21+00:00
1ea0f3b8d62d11ee867828c2dd2980ba,12,12-2,12-2-2,Fischl,Bennett,Chevreuse,Xiangling,2024-02-16 17:41:28+00:00
1ea0f3b8d62d11ee867828c2dd2980ba,12,12-3,12-3-1,Sucrose,Xingqiu,Yaoyao,Beidou,2024-02-16 17:43:12+00:00
1ea0f3b8d62d11ee867828c2dd2980ba,12,12-3,12-3-2,Fischl,Bennett,Chevreuse,Xiangling,2024-02-16 17:44:31+00:00
1ea0f3b9d62d11ee8b5e28c2dd2980ba,11,11-1,11-1-1,Sangonomiya Kokomi,Furina,Fischl,Kaedehara Kazuha,2024-02-18 19:03:45+00:00
1ea0f3b9d62d11ee8b5e28c2dd2980ba,11,11-1,11-1-2,Xiangling,Navia,Zhongli,Bennett,2024-02-18 19:04:48+00:00
1ea0f3b9d62d11ee8b5e28c2dd2980ba,11,11-2,11-2-1,Sangonomiya Kokomi,Furina,Fischl,Kaedehara Kazuha,2024-02-18 19:05:31+00:00
1ea0f3b9d62d11ee8b5e28c2dd2980ba,11,11-2,11-2-2,Xiangling,Navia,Zhongli,Bennett,2024-02-18 19:06:31+00:00
1ea0f3b9d62d11ee8b5e28c2dd2980ba,11,11-3,11-3-1,Sangonomiya Kokomi,Furina,Fischl,Kaedehara Kazuha,2024-02-18 19:07:19+00:00
1ea0f3b9d62d11ee8b5e28c2dd2980ba,11,11-3,11-3-2,Xiangling,Navia,Zhongli,Bennett,2024-02-18 19:07:58+00:00
1ea0f3b9d62d11ee8b5e28c2dd2980ba,12,12-1,12-1-1,Xiangling,Navia,Zhongli,Bennett,2024-02-18 19:10:55+00:00
1ea0f3b9d62d11ee8b5e28c2dd2980ba,12,12-1,12-1-2,Raiden Shogun,Yelan,Xingqiu,Nahida,2024-02-18 19:14:09+00:00
1ea0f3b9d62d11ee8b5e28c2dd2980ba,12,12-2,12-2-1,Xiangling,Navia,Zhongli,Bennett,2024-02-18 19:16:27+00:00
1ea0f3b9d62d11ee8b5e28c2dd2980ba,12,12-2,12-2-2,Raiden Shogun,Yelan,Xingqiu,Nahida,2024-02-18 19:17:42+00:00
1ea0f3b9d62d11ee8b5e28c2dd2980ba,12,12-3,12-3-1,Xiangling,Navia,Zhongli,Bennett,2024-02-18 19:19:35+00:00
1ea0f3b9d62d11ee8b5e28c2dd2980ba,12,12-3,12-3-2,Raiden Shogun,Yelan,Xingqiu,Nahida,2024-02-18 19:21:28+00:00
1ea0f3bad62d11ee8c4828c2dd2980ba,11,11-1,11-1-1,Noelle,Yun Jin,Yelan,Furina,2024-02-17 01:40:54+00:00
1ea0f3bad62d11ee8c4828c2dd2980ba,11,11-1,11-1-2,Yoimiya,Xingqiu,Bennett,Kaedehara Kazuha,2024-02-17 01:42:04+00:00
1ea0f3bad62d11ee8c4828c2dd2980ba,11,11-2,11-2-1,Noelle,Yun Jin,Yelan,Furina,2024-02-17 01:43:33+00:00
1ea0f3bad62d11ee8c4828c2dd2980ba,11,11-2,11-2-2,Yoimiya,Xingqiu,Bennett,Kaedehara Kazuha,2024-02-17 01:45:19+00:00
1ea0f3bad62d11ee8c4828c2dd2980ba,11,11-3,11-3-1,Noelle,Yun Jin,Yelan,Furina,2024-02-17 01:46:13+00:00
1ea0f3bad62d11ee8c4828c2dd2980ba,11,11-3,11-3-2,Yoimiya,Xingqiu,Bennett,Kaedehara Kazuha,2024-02-17 01:46:56+00:00
1ea0f3bad62d11ee8c4828c2dd2980ba,12,12-1,12-1-1,Chongyun,Shenhe,Bennett,Kaedehara Kazuha,2024-02-23 17:47:30+00:00
1ea0f3bad62d11ee8c4828c2dd2980ba,12,12-1,12-1-2,Tighnari,Furina,Nahida,Raiden Shogun,2024-02-23 17:49:31+00:00
1ea0f3bad62d11ee8c4828c2dd2980ba,12,12-2,12-2-1,Chongyun,Shenhe,Bennett,Kaedehara Kazuha,2024-02-23 19:20:24+00:00
1ea0f3bad62d11ee8c4828c2dd2980ba,12,12-2,12-2-2,Tighnari,Furina,Nahida,Raiden Shogun,2024-02-23 19:21:34+00:00
1ea0f3bad62d11ee8c4828c2dd2980ba,12,12-3,12-3-1,Chongyun,Shenhe,Bennett,Kaedehara Kazuha,2024-02-23 19:23:46+00:00
1ea0f3bad62d11ee8c4828c2dd2980ba,12,12-3,12-3-2,Tighnari,Furina,Nahida,Raiden Shogun,2024-02-23 19:25:26+00:00
1ea0f3bbd62d11eea09c28c2dd2980ba,11,11-1,11-1-1,Hu Tao,Yelan,Kaedehara Kazuha,Zhongli,2024-02-28 03:55:36+00:00
1ea0f3bbd62d11eea09c28c2dd2980ba,11,11-1,11-1-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2024-02-28 03:56:20+00:00
1ea0f3bbd62d11eea09c28c2dd2980ba,11,11-2,11-2-1,Hu Tao,Yelan,Kaedehara Kazuha,Zhongli,2024-02-28 03:57:13+00:00
1ea0f3bbd62d11eea09c28c2dd2980ba,11,11-2,11-2-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2024-02-28 03:58:15+00:00
1ea0f3bbd62d11eea09c28c2dd2980ba,11,11-3,11-3-1,Hu Tao,Yelan,Kaedehara Kazuha,Zhongli,2024-02-28 03:59:09+00:00
1ea0f3bbd62d11eea09c28c2dd2980ba,11,11-3,11-3-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2024-02-28 04:00:08+00:00
1ea0f3bbd62d11eea09c28c2dd2980ba,12,12-1,12-1-1,Hu Tao,Yelan,Kaedehara Kazuha,Zhongli,2024-02-28 04:02:13+00:00
1ea0f3bbd62d11eea09c28c2dd2980ba,12,12-1,12-1-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2024-02-28 04:04:11+00:00
1ea0f3bbd62d11eea09c28c2dd2980ba,12,12-2,12-2-1,Hu Tao,Yelan,Kaedehara Kazuha,Zhongli,2024-02-28 04:06:09+00:00
1ea0f3bbd62d11eea09c28c2dd2980ba,12,12-2,12-2-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2024-02-28 04:07:52+00:00
1ea0f3bbd62d11eea09c28c2dd2980ba,12,12-3,12-3-1,Hu Tao,Yelan,Kaedehara Kazuha,Zhongli,2024-02-28 04:11:00+00:00
1ea0f3bbd62d11eea09c28c2dd2980ba,12,12-3,12-3-2,Raiden Shogun,Xingqiu,Xiangling,Bennett,2024-02-28 04:12:10+00:00
1ea0f3bcd62d11eeb2b828c2dd2980ba,11,11-1,11-1-1,Neuvillette,Furina,Nahida,Kuki Shinobu,2024-02-18 11:58:39+00:00
1ea0f3bcd62d11eeb2b828c2dd2980ba,11,11-1,11-1-2,Alhaitham,Zhongli,Fischl,Kaedehara Kazuha,2024-02-18 11:59:19+00:00
1ea0f3bcd62d11eeb2b828c2dd2980ba,11,11-2,11-2-1,Neuvillette,Furina,Nahida,Kuki Shinobu,2024-02-18 11:59:47+00:00
1ea0f3bcd62d11eeb2b828c2dd2980ba,11,11-2,11-2-2,Alhaitham,Zhongli,Fischl,Kaedehara Kazuha,2024-02-18 12:00:40+00:00
1ea0f3bcd62d11eeb2b828c2dd2980ba,11,11-3,11-3-1,Neuvillette,Furina,Nahida,Kuki Shinobu,2024-02-18 12:01:24+00:00
1ea0f3bcd62d11eeb2b828c2dd2980ba,11,11-3,11-3-2,Alhaitham,Zhongli,Fischl,Kaedehara Kazuha,2024-02-18 12:01:57+00:00
1ea0f3bcd62d11eeb2b828c2dd2980ba,12,12-1,12-1-1,Neuvillette,Furina,Nahida,Kuki Shinobu,2024-02-18 12:04:11+00:00
1ea0f3bcd62d11eeb2b828c2dd2980ba,12,12-1,12-1-2,Alhaitham,Zhongli,Fischl,Kaedehara Kazuha,2024-02-18 12:05:14+00:00
1ea0f3bcd62d11eeb2b828c2dd2980ba,12,12-2,12-2-1,Neuvillette,Furina,Nahida,Kuki Shinobu,2024-02-18 12:15:27+00:00
1ea0f3bcd62d11eeb2b828c2dd2980ba,12,12-2,12-2-2,Alhaitham,Zhongli,Fischl,Kaedehara Kazuha,2024-02-18 12:16:18+00:00
1ea0f3bcd62d11eeb2b828c2dd2980ba,12,12-3,12-3-1,Neuvillette,Furina,Nahida,Kuki Shinobu,2024-02-18 12:22:06+00:00
1ea0f3bcd62d11eeb2b828c2dd2980ba,12,12-3,12-3-2,Alhaitham,Zhongli,Fischl,Kaedehara Kazuha,2024-02-18 12:22:57+00:00
1ea0f3bdd62d11ee892228c2dd2980ba,11,11-1,11-1-1,Yelan,Xingqiu,Bennett,Xiangling,2024-02-16 08:47:14+00:00
1ea0f3bdd62d11ee892228c2dd2980ba,11,11-1,11-1-2,Kaedehara Kazuha,Raiden Shogun,Baizhu,Fischl,2024-02-16 08:49:54+00:00
1ea0f3bdd62d11ee892228c2dd2980ba,11,11-2,11-2-1,Yelan,Xingqiu,Bennett,Xiangling,2024-02-16 08:50:30+00:00
1ea0f3bdd62d11ee892228c2dd2980ba,11,11-2,11-2-2,Kaedehara Kazuha,Raiden Shogun,Baizhu,Fischl,2024-02-16 08:52:55+00:00
1ea0f3bdd62d11ee892228c2dd2980ba,11,11-3,11-3-1,Yelan,Xingqiu,Bennett,Xiangling,2024-02-16 08:53:49+00:00
1ea0f3bdd62d11ee892228c2dd2980ba,11,11-3,11-3-2,Kaedehara Kazuha,Raiden Shogun,Baizhu,Fischl,2024-02-16 08:54:55+00:00
1ea0f3bdd62d11ee892228c2dd2980ba,12,12-1,12-1-1,Furina,Kaedehara Kazuha,Baizhu,Neuvillette,2024-02-16 09:00:56+00:00
1ea0f3bdd62d11ee892228c2dd2980ba,12,12-1,12-1-2,Raiden Shogun,Nahida,Xingqiu,Yelan,2024-02-16 09:02:12+00:00
1ea0f3bdd62d11ee892228c2dd2980ba,12,12-2,12-2-1,Furina,Kaedehara Kazuha,Baizhu,Neuvillette,2024-02-16 09:04:24+00:00
1ea0f3bdd62d11ee892228c2dd2980ba,12,12-2,12-2-2,Raiden Shogun,Nahida,Xingqiu,Yelan,2024-02-16 09:06:07+00:00
1ea0f3bdd62d11ee892228c2dd2980ba,12,12-3,12-3-1,Furina,Kaedehara Kazuha,Baizhu,Neuvillette,2024-02-16 09:08:20+00:00
1ea0f3bdd62d11ee892228c2dd2980ba,12,12-3,12-3-2,Raiden Shogun,Nahida,Xingqiu,Yelan,2024-02-16 09:09:24+00:00
1ea0f3bed62d11eea20a28c2dd2980ba,11,11-1,11-1-1,Nilou,Nahida,Candace,Yaoyao,2024-02-18 17:05:54+00:00
1ea0f3bed62d11eea20a28c2dd2980ba,11,11-1,11-1-2,Shenhe,Kaedehara Kazuha,Ganyu,Mona,2024-02-18 17:06:41+00:00
1ea0f3bed62d11eea20a28c2dd2980ba,11,11-2,11-2-1,Nilou,Nahida,Candace,Yaoyao,2024-02-18 17:07:15+00:00
1ea0f3bed62d11eea20a28c2dd2980ba,11,11-2,11-2-2,Shenhe,Kaedehara Kazuha,Ganyu,Mona,2024-02-18 17:08:10+00:00
1ea0f3bed62d11eea20a28c2dd2980ba,11,11-3,11-3-1,Nilou,Nahida,Candace,Yaoyao,2024-02-18 17:08:58+00:00
1ea0f3bed62d11eea20a28c2dd2980ba,11,11-3,11-3-2,Shenhe,Kaedehara Kazuha,Ganyu,Mona,2024-02-18 17:09:47+00:00
1ea0f3bed62d11eea20a28c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Chevreuse,Bennett,Xiangling,2024-02-18 17:11:39+00:00
1ea0f3bed62d11eea20a28c2dd2980ba,12,12-1,12-1-2,Shenhe,Jean,Furina,Ganyu,2024-02-18 17:12:28+00:00
1ea0f3bed62d11eea20a28c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Chevreuse,Bennett,Xiangling,2024-02-18 17:47:02+00:00
1ea0f3bed62d11eea20a28c2dd2980ba,12,12-2,12-2-2,Shenhe,Jean,Ganyu,Furina,2024-02-18 17:49:09+00:00
1ea0f3bed62d11eea20a28c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Chevreuse,Bennett,Xiangling,2024-02-18 17:28:12+00:00
1ea0f3bed62d11eea20a28c2dd2980ba,12,12-3,12-3-2,Shenhe,Jean,Furina,Ganyu,2024-02-18 17:28:59+00:00
1ea0f3bfd62d11eea42b28c2dd2980ba,11,11-1,11-1-1,Gaming,Furina,Bennett,Xianyun,2024-02-17 00:53:37+00:00
1ea0f3bfd62d11eea42b28c2dd2980ba,11,11-1,11-1-2,Wanderer,Faruzan,Yelan,Zhongli,2024-02-17 00:54:19+00:00
1ea0f3bfd62d11eea42b28c2dd2980ba,11,11-2,11-2-1,Gaming,Furina,Bennett,Xianyun,2024-02-17 00:55:00+00:00
1ea0f3bfd62d11eea42b28c2dd2980ba,11,11-2,11-2-2,Wanderer,Faruzan,Yelan,Zhongli,2024-02-17 00:56:08+00:00
1ea0f3bfd62d11eea42b28c2dd2980ba,11,11-3,11-3-1,Gaming,Furina,Bennett,Xianyun,2024-02-17 00:56:45+00:00
1ea0f3bfd62d11eea42b28c2dd2980ba,11,11-3,11-3-2,Wanderer,Faruzan,Yelan,Zhongli,2024-02-17 00:57:15+00:00
1ea0f3bfd62d11eea42b28c2dd2980ba,12,12-1,12-1-1,Wriothesley,Nahida,Bennett,Thoma,2024-02-18 09:19:42+00:00
1ea0f3bfd62d11eea42b28c2dd2980ba,12,12-1,12-1-2,Zhongli,Furina,Yelan,Xianyun,2024-02-18 09:21:10+00:00
1ea0f3bfd62d11eea42b28c2dd2980ba,12,12-2,12-2-1,Wriothesley,Nahida,Bennett,Thoma,2024-02-18 09:22:48+00:00
1ea0f3bfd62d11eea42b28c2dd2980ba,12,12-2,12-2-2,Zhongli,Furina,Yelan,Xianyun,2024-02-18 09:24:01+00:00
1ea0f3bfd62d11eea42b28c2dd2980ba,12,12-3,12-3-1,Wriothesley,Nahida,Bennett,Thoma,2024-02-18 09:26:03+00:00
1ea0f3bfd62d11eea42b28c2dd2980ba,12,12-3,12-3-2,Zhongli,Furina,Yelan,Xianyun,2024-02-18 09:26:55+00:00
1ea0f3c0d62d11ee8f5e28c2dd2980ba,11,11-1,11-1-1,Razor,Albedo,Gorou,Diona,2024-02-16 19:57:49+00:00
1ea0f3c0d62d11ee8f5e28c2dd2980ba,11,11-1,11-1-2,Klee,Lisa,Venti,Sangonomiya Kokomi,2024-02-16 19:58:35+00:00
1ea0f3c0d62d11ee8f5e28c2dd2980ba,11,11-2,11-2-1,Razor,Albedo,Gorou,Diona,2024-02-16 19:59:16+00:00
1ea0f3c0d62d11ee8f5e28c2dd2980ba,11,11-2,11-2-2,Klee,Lisa,Venti,Sangonomiya Kokomi,2024-02-16 20:01:00+00:00
1ea0f3c0d62d11ee8f5e28c2dd2980ba,11,11-3,11-3-1,Razor,Albedo,Gorou,Diona,2024-02-16 20:01:52+00:00
1ea0f3c0d62d11ee8f5e28c2dd2980ba,11,11-3,11-3-2,Klee,Lisa,Venti,Sangonomiya Kokomi,2024-02-16 20:03:02+00:00
1ea0f3c0d62d11ee8f5e28c2dd2980ba,12,12-1,12-1-1,Arataki Itto,Albedo,Gorou,Klee,2024-02-16 20:12:32+00:00
1ea0f3c0d62d11ee8f5e28c2dd2980ba,12,12-1,12-1-2,Razor,Nahida,Fischl,Sangonomiya Kokomi,2024-02-16 20:13:58+00:00
1ea0f3c0d62d11ee8f5e28c2dd2980ba,12,12-2,12-2-1,Arataki Itto,Albedo,Gorou,Klee,2024-02-16 20:15:38+00:00
1ea0f3c0d62d11ee8f5e28c2dd2980ba,12,12-2,12-2-2,Razor,Nahida,Fischl,Sangonomiya Kokomi,2024-02-16 20:16:47+00:00
1ea0f3c0d62d11ee8f5e28c2dd2980ba,12,12-3,12-3-1,Arataki Itto,Albedo,Gorou,Klee,2024-02-16 20:18:43+00:00
1ea0f3c0d62d11ee8f5e28c2dd2980ba,12,12-3,12-3-2,Razor,Nahida,Fischl,Sangonomiya Kokomi,2024-02-16 20:19:49+00:00
1ea0f3c1d62d11ee9e0828c2dd2980ba,11,11-1,11-1-1,Xianyun,Xiao,Bennett,Fischl,2024-02-17 01:00:55+00:00
1ea0f3c1d62d11ee9e0828c2dd2980ba,11,11-1,11-1-2,Faruzan,Wanderer,Jean,Layla,2024-02-17 01:01:32+00:00
1ea0f3c1d62d11ee9e0828c2dd2980ba,11,11-2,11-2-1,Xianyun,Xiao,Bennett,Fischl,2024-02-17 01:01:56+00:00
1ea0f3c1d62d11ee9e0828c2dd2980ba,11,11-2,11-2-2,Faruzan,Wanderer,Jean,Layla,2024-02-17 01:03:12+00:00
1ea0f3c1d62d11ee9e0828c2dd2980ba,11,11-3,11-3-1,Xianyun,Xiao,Bennett,Fischl,2024-02-17 01:03:39+00:00
1ea0f3c1d62d11ee9e0828c2dd2980ba,11,11-3,11-3-2,Faruzan,Wanderer,Jean,Layla,2024-02-17 01:04:14+00:00
1ea0f3c1d62d11ee9e0828c2dd2980ba,12,12-1,12-1-1,Xingqiu,Cyno,Baizhu,Nahida,2024-02-17 00:08:17+00:00
1ea0f3c1d62d11ee9e0828c2dd2980ba,12,12-1,12-1-2,Yelan,Yoimiya,Bennett,Yun Jin,2024-02-17 00:09:16+00:00
1ea0f3c1d62d11ee9e0828c2dd2980ba,12,12-2,12-2-1,Xingqiu,Cyno,Baizhu,Nahida,2024-02-17 00:15:28+00:00
1ea0f3c1d62d11ee9e0828c2dd2980ba,12,12-2,12-2-2,Yelan,Yoimiya,Bennett,Yun Jin,2024-02-17 00:16:38+00:00
1ea0f3c1d62d11ee9e0828c2dd2980ba,12,12-3,12-3-1,Xingqiu,Cyno,Baizhu,Nahida,2024-02-17 00:18:09+00:00
1ea0f3c1d62d11ee9e0828c2dd2980ba,12,12-3,12-3-2,Yelan,Yoimiya,Bennett,Yun Jin,2024-02-17 00:19:24+00:00
1ea0f3c2d62d11ee8dc028c2dd2980ba,11,11-1,11-1-1,Eula,Furina,Beidou,Mika,2024-02-18 12:25:12+00:00
1ea0f3c2d62d11ee8dc028c2dd2980ba,11,11-1,11-1-2,Alhaitham,Nahida,Yelan,Kuki Shinobu,2024-02-18 12:26:04+00:00
1ea0f3c2d62d11ee8dc028c2dd2980ba,11,11-2,11-2-1,Eula,Furina,Beidou,Mika,2024-02-18 12:26:40+00:00
1ea0f3c2d62d11ee8dc028c2dd2980ba,11,11-2,11-2-2,Alhaitham,Nahida,Yelan,Kuki Shinobu,2024-02-18 12:27:55+00:00
1ea0f3c2d62d11ee8dc028c2dd2980ba,11,11-3,11-3-1,Eula,Furina,Beidou,Mika,2024-02-18 12:28:33+00:00
1ea0f3c2d62d11ee8dc028c2dd2980ba,11,11-3,11-3-2,Alhaitham,Nahida,Yelan,Kuki Shinobu,2024-02-18 12:29:12+00:00
1ea0f3c2d62d11ee8dc028c2dd2980ba,12,12-1,12-1-1,Eula,Furina,Beidou,Mika,2024-02-18 12:31:07+00:00
1ea0f3c2d62d11ee8dc028c2dd2980ba,12,12-1,12-1-2,Alhaitham,Nahida,Yelan,Kuki Shinobu,2024-02-18 12:32:34+00:00
1ea0f3c2d62d11ee8dc028c2dd2980ba,12,12-2,12-2-1,Eula,Furina,Beidou,Mika,2024-02-18 12:33:53+00:00
1ea0f3c2d62d11ee8dc028c2dd2980ba,12,12-2,12-2-2,Alhaitham,Nahida,Yelan,Kuki Shinobu,2024-02-18 12:35:09+00:00
1ea0f3c2d62d11ee8dc028c2dd2980ba,12,12-3,12-3-1,Eula,Furina,Beidou,Mika,2024-02-18 12:36:38+00:00
1ea0f3c2d62d11ee8dc028c2dd2980ba,12,12-3,12-3-2,Alhaitham,Nahida,Yelan,Kuki Shinobu,2024-02-18 12:37:55+00:00
1ea0f3c3d62d11eeb8b128c2dd2980ba,11,11-1,11-1-1,Nilou,Nahida,Furina,Baizhu,2024-02-26 10:00:31+00:00
1ea0f3c3d62d11eeb8b128c2dd2980ba,11,11-1,11-1-2,Bennett,Xingqiu,Tartaglia,Kaedehara Kazuha,2024-02-26 10:01:33+00:00
1ea0f3c3d62d11eeb8b128c2dd2980ba,11,11-2,11-2-1,Nilou,Nahida,Furina,Baizhu,2024-02-26 10:02:17+00:00
1ea0f3c3d62d11eeb8b128c2dd2980ba,11,11-2,11-2-2,Bennett,Xingqiu,Tartaglia,Kaedehara Kazuha,2024-02-26 10:03:26+00:00
1ea0f3c3d62d11eeb8b128c2dd2980ba,11,11-3,11-3-1,Nilou,Nahida,Furina,Baizhu,2024-02-26 10:04:08+00:00
1ea0f3c3d62d11eeb8b128c2dd2980ba,11,11-3,11-3-2,Bennett,Xingqiu,Tartaglia,Kaedehara Kazuha,2024-02-26 10:04:56+00:00
1ea0f3c3d62d11eeb8b128c2dd2980ba,12,12-1,12-1-1,Bennett,Xiangling,Tartaglia,Kaedehara Kazuha,2024-02-28 06:42:14+00:00
1ea0f3c3d62d11eeb8b128c2dd2980ba,12,12-1,12-1-2,Nilou,Nahida,Furina,Baizhu,2024-02-28 06:43:48+00:00
1ea0f3c3d62d11eeb8b128c2dd2980ba,12,12-2,12-2-1,Bennett,Xiangling,Tartaglia,Kaedehara Kazuha,2024-02-28 06:46:36+00:00
1ea0f3c3d62d11eeb8b128c2dd2980ba,12,12-2,12-2-2,Nilou,Nahida,Furina,Baizhu,2024-02-28 06:48:43+00:00
1ea0f3c3d62d11eeb8b128c2dd2980ba,12,12-3,12-3-1,Bennett,Xiangling,Tartaglia,Kaedehara Kazuha,2024-02-28 06:50:34+00:00
1ea0f3c3d62d11eeb8b128c2dd2980ba,12,12-3,12-3-2,Nilou,Nahida,Furina,Baizhu,2024-02-28 06:51:56+00:00
